,totals_timeOnSite,hits_time
92089,631,101458
92090,631,101458
92091,631,101458
92092,631,101458
92093,631,101458
92094,631,101458
92095,631,101458
92096,631,101458
92097,631,101458
92098,631,101458
92099,631,101458
92100,631,101458
92101,631,134573
92102,631,134573
92103,631,134573
92104,631,134573
92105,631,134573
92106,631,134573
92107,631,134573
92108,631,134573
92109,631,134573
92110,631,134573
92111,631,134573
92112,631,134573
92113,631,152538
92114,631,152546
92115,631,163409
92116,631,196414
92117,631,196414
92118,631,196414
92119,631,196414
92120,631,196414
92121,631,196414
92122,631,196414
92123,631,196414
92124,631,196414
92125,631,196414
92126,631,196414
92127,631,196414
92128,631,238460
92129,631,238460
92130,631,238460
92131,631,238460
92132,631,238460
92133,631,238460
92134,631,238460
92135,631,238460
92136,631,238460
92137,631,238460
92138,631,238460
92139,631,238460
92144,631,389818
92145,631,389818
92146,631,389818
92147,631,447454
92148,631,447454
92149,631,447454
92150,631,548701
92151,631,548701
92152,631,548701
92153,631,599543
92154,631,599543
92155,631,599543
92156,631,631168
92157,631,631168
92158,631,631168
92159,631,631214
92160,631,631214
92161,631,631214
92163,303,7351
92164,303,7351
92165,303,7351
92166,303,7351
92167,303,7351
92168,303,7351
92169,303,7351
92170,303,7351
92171,303,7351
92172,303,7351
92173,303,7351
92174,303,7351
92175,303,63532
92176,303,63533
92177,303,67553
92178,303,70147
92179,303,70147
92180,303,70147
92181,303,78805
92182,303,78805
92183,303,78805
92184,303,78805
92185,303,78805
92186,303,78805
92187,303,78805
92188,303,78805
92189,303,78805
92190,303,78805
92191,303,78805
92192,303,78805
92193,303,116017
92194,303,116017
92195,303,116017
92196,303,116017
92197,303,116017
92198,303,116017
92199,303,116017
92200,303,116017
92201,303,116017
92202,303,116017
92203,303,116017
92204,303,116017
92205,303,124595
92206,303,124595
92207,303,178154
92208,303,178154
92209,303,183783
92214,303,233737
92215,303,257962
92216,303,291370
92217,303,302627
92218,303,302627
92220,1344,12481
92221,1344,12481
92222,1344,12481
92223,1344,12481
92224,1344,12481
92225,1344,12481
92226,1344,12481
92227,1344,12481
92228,1344,12481
92229,1344,12481
92230,1344,12481
92231,1344,12481
92232,1344,75262
92233,1344,75262
92234,1344,75262
92235,1344,75262
92236,1344,75262
92237,1344,75262
92238,1344,75262
92239,1344,75262
92240,1344,75262
92241,1344,75262
92242,1344,75262
92243,1344,75262
92244,1344,90748
92245,1344,90748
92246,1344,116095
92247,1344,116095
92248,1344,155089
92249,1344,155090
92250,1344,160830
92252,1344,346632
92254,1344,642842
92255,1344,642842
92256,1344,642842
92257,1344,642842
92258,1344,642842
92259,1344,642842
92260,1344,642842
92261,1344,642842
92262,1344,642842
92263,1344,642842
92264,1344,642842
92265,1344,642842
92268,1344,1177137
92269,1344,1260269
92270,1344,1293830
92271,1344,1322141
92272,1344,1343847
92273,1344,1343848
92275,475,5469
92276,475,5469
92277,475,5469
92278,475,5469
92279,475,5469
92280,475,5469
92281,475,5469
92282,475,5469
92283,475,5469
92284,475,5469
92285,475,5469
92286,475,5469
92287,475,17444
92288,475,17445
92289,475,25046
92290,475,25046
92291,475,25046
92292,475,25046
92293,475,25046
92294,475,25046
92295,475,25046
92296,475,25046
92297,475,25046
92298,475,25046
92299,475,25046
92300,475,25046
92301,475,66339
92302,475,66339
92303,475,66339
92304,475,108954
92305,475,108954
92306,475,108954
92307,475,125845
92308,475,125845
92309,475,125845
92310,475,125845
92311,475,125845
92312,475,125845
92313,475,125845
92314,475,125845
92315,475,125845
92316,475,125845
92317,475,125845
92318,475,125845
92320,475,146889
92326,475,241663
92327,475,373210
92328,475,389642
92329,475,420248
92330,475,448444
92331,475,474915
92332,475,474917
92334,450,1
92335,450,7865
92337,450,23520
92338,450,23520
92339,450,23520
92340,450,23520
92341,450,23520
92342,450,23520
92343,450,23520
92344,450,23520
92345,450,23520
92346,450,23520
92347,450,23520
92348,450,23520
92349,450,28147
92350,450,28147
92351,450,28147
92352,450,28147
92353,450,28147
92354,450,28147
92355,450,28147
92356,450,28147
92357,450,28147
92358,450,28147
92359,450,28147
92360,450,28147
92361,450,46074
92362,450,46074
92363,450,59508
92370,450,190837
92371,450,190837
92372,450,215611
92373,450,215611
92374,450,232852
92375,450,232852
92376,450,290599
92377,450,290599
92378,450,438085
92379,450,438085
92380,450,450185
92381,450,450185
92382,450,450189
92383,450,450189
92396,1112,46863
92397,1112,46863
92398,1112,46863
92399,1112,46863
92400,1112,46863
92401,1112,46863
92402,1112,46863
92403,1112,46863
92404,1112,46863
92405,1112,46863
92406,1112,46863
92407,1112,46863
92408,1112,66471
92409,1112,66471
92410,1112,66471
92411,1112,66471
92412,1112,66471
92413,1112,66471
92414,1112,66471
92415,1112,66471
92416,1112,66471
92417,1112,66471
92418,1112,94904
92419,1112,94905
92420,1112,155703
92421,1112,155703
92422,1112,156797
92425,1112,301879
92426,1112,430495
92427,1112,527900
92428,1112,637814
92429,1112,709851
92430,1112,739938
92431,1112,739938
92432,1112,1090880
92433,1112,1090880
92434,1112,1090880
92435,1112,1090880
92436,1112,1090880
92437,1112,1090880
92438,1112,1090880
92439,1112,1090880
92440,1112,1090880
92441,1112,1090880
92442,1112,1102274
92443,1112,1102274
92444,1112,1105836
92445,1112,1111738
92446,1112,1111738
92447,1112,1111738
92449,729,39166
92450,729,39166
92451,729,39166
92452,729,39166
92453,729,39166
92454,729,39166
92455,729,39166
92456,729,39166
92457,729,39166
92458,729,39166
92459,729,39166
92460,729,39166
92461,729,126373
92462,729,126373
92463,729,126373
92464,729,126373
92465,729,126373
92466,729,126373
92467,729,126373
92468,729,126373
92469,729,126373
92470,729,126373
92471,729,126373
92472,729,126373
92473,729,483917
92474,729,483917
92475,729,504933
92476,729,504933
92477,729,504933
92478,729,504933
92479,729,504933
92480,729,504933
92481,729,504933
92482,729,504933
92483,729,504933
92484,729,504933
92485,729,504933
92486,729,504933
92488,729,521399
92489,729,521399
92491,729,536872
92492,729,536872
92493,729,536872
92494,729,536872
92495,729,536872
92496,729,536872
92497,729,536872
92498,729,536872
92499,729,536872
92500,729,536872
92501,729,536872
92502,729,536872
92503,729,541552
92504,729,541552
92505,729,545878
92510,729,634513
92511,729,634513
92512,729,642300
92513,729,642300
92514,729,686479
92515,729,686479
92516,729,716520
92517,729,716520
92518,729,729339
92519,729,729339
92520,729,729341
92521,729,729341
92534,1293,594163
92535,1293,594163
92536,1293,594163
92537,1293,594163
92538,1293,594163
92539,1293,594163
92540,1293,594163
92541,1293,594163
92542,1293,594163
92543,1293,594163
92544,1293,594163
92545,1293,594163
92546,1293,609747
92547,1293,609747
92548,1293,664419
92549,1293,664424
92550,1293,744076
92551,1293,744079
92552,1293,767684
92554,1293,787587
92555,1293,787587
92562,1293,1007132
92563,1293,1165729
92564,1293,1235257
92565,1293,1292920
92566,1293,1292921
92568,1446,58502
92569,1446,58502
92570,1446,58502
92571,1446,58502
92572,1446,58502
92573,1446,58502
92574,1446,58502
92575,1446,58502
92576,1446,58502
92577,1446,58502
92578,1446,58502
92579,1446,58502
92580,1446,192568
92581,1446,192569
92582,1446,287282
92583,1446,296094
92584,1446,358582
92596,1446,1093300
92597,1446,1245893
92598,1446,1446404
92599,1446,1446438
92601,833,29865
92602,833,29865
92603,833,29865
92604,833,29865
92605,833,29865
92606,833,29865
92607,833,29865
92608,833,29865
92609,833,29865
92610,833,29865
92611,833,29865
92612,833,29865
92613,833,85084
92614,833,85084
92615,833,85084
92616,833,85084
92617,833,85084
92618,833,85084
92619,833,85084
92620,833,85084
92621,833,85084
92622,833,85084
92623,833,85084
92624,833,85084
92625,833,149751
92626,833,149751
92627,833,166603
92630,833,204547
92631,833,204547
92632,833,204547
92633,833,204547
92634,833,204547
92635,833,204547
92636,833,204547
92637,833,204547
92638,833,204547
92639,833,204547
92640,833,204547
92641,833,204547
92643,833,324212
92644,833,324212
92645,833,324212
92646,833,324212
92647,833,324212
92648,833,324212
92649,833,324212
92650,833,324212
92651,833,324212
92652,833,324212
92653,833,324212
92654,833,324212
92655,833,341094
92656,833,341094
92657,833,341094
92658,833,341094
92659,833,341094
92660,833,341094
92661,833,341094
92662,833,341094
92663,833,341094
92664,833,341094
92665,833,341094
92666,833,341094
92672,833,508819
92673,833,594274
92674,833,749411
92675,833,832540
92676,833,832968
92678,847,136334
92679,847,136334
92680,847,136334
92681,847,208653
92682,847,208653
92683,847,208653
92684,847,208653
92685,847,208653
92686,847,208653
92687,847,208653
92688,847,208653
92689,847,208653
92690,847,208653
92691,847,208653
92692,847,208653
92693,847,229767
92694,847,229768
92695,847,237798
92696,847,298580
92697,847,298580
92698,847,405333
92699,847,405333
92700,847,405333
92701,847,405333
92702,847,405333
92703,847,405333
92704,847,405333
92705,847,405333
92706,847,405333
92707,847,405333
92708,847,405333
92709,847,405333
92710,847,410944
92711,847,410945
92712,847,413821
92713,847,416558
92714,847,416558
92715,847,429019
92717,847,504170
92719,847,557938
92721,847,580931
92723,847,759454
92725,847,797295
92727,847,797299
92730,847,846928
92731,847,846928
92732,847,846928
92733,847,846928
92734,847,846928
92735,847,846928
92736,847,846928
92737,847,846928
92738,847,846928
92739,847,846928
92740,847,846928
92741,847,846928
92743,1840,128524
92744,1840,128524
92745,1840,128524
92746,1840,128524
92747,1840,128524
92748,1840,128524
92749,1840,128524
92750,1840,128524
92751,1840,128524
92752,1840,128524
92753,1840,128524
92754,1840,128524
92755,1840,157259
92756,1840,157259
92757,1840,157259
92758,1840,157259
92759,1840,157259
92760,1840,157259
92761,1840,157259
92762,1840,157259
92763,1840,157259
92764,1840,157259
92765,1840,157259
92766,1840,157259
92767,1840,205030
92768,1840,205031
92769,1840,237310
92770,1840,237310
92771,1840,237310
92772,1840,237310
92773,1840,237310
92774,1840,237310
92775,1840,237310
92776,1840,237310
92777,1840,237310
92778,1840,237310
92779,1840,237310
92780,1840,237310
92781,1840,269650
92782,1840,269650
92783,1840,269650
92784,1840,269650
92785,1840,269650
92786,1840,269650
92787,1840,269650
92788,1840,269650
92789,1840,269650
92790,1840,269650
92791,1840,269650
92792,1840,269650
92793,1840,322265
92794,1840,322265
92796,1840,1422684
92798,1840,1443256
92799,1840,1443256
92800,1840,1443256
92801,1840,1443256
92802,1840,1443256
92803,1840,1443256
92804,1840,1443256
92805,1840,1443256
92806,1840,1443256
92807,1840,1443256
92808,1840,1443256
92809,1840,1443256
92811,1840,1598360
92812,1840,1598360
92813,1840,1678814
92814,1840,1678814
92815,1840,1743029
92816,1840,1743029
92817,1840,1755629
92818,1840,1755629
92819,1840,1770674
92820,1840,1770674
92821,1840,1784799
92822,1840,1784799
92823,1840,1814652
92824,1840,1814652
92825,1840,1839909
92826,1840,1839909
92827,1840,1839911
92828,1840,1839911
92830,374,11780
92831,374,11780
92832,374,11780
92833,374,11780
92834,374,11780
92835,374,11780
92836,374,11780
92837,374,11780
92838,374,11780
92839,374,11780
92840,374,11780
92841,374,11780
92843,374,28905
92844,374,28905
92845,374,28905
92846,374,28905
92847,374,28905
92848,374,28905
92849,374,28905
92850,374,28905
92851,374,28905
92852,374,28905
92853,374,28905
92854,374,28905
92855,374,42102
92856,374,42112
92857,374,42231
92858,374,42240
92859,374,44088
92860,374,44088
92861,374,47920
92867,374,173204
92868,374,173204
92869,374,225032
92870,374,225032
92871,374,257774
92872,374,257774
92873,374,302943
92874,374,302943
92875,374,373750
92876,374,373750
92877,374,373763
92878,374,373763
92884,617,58543
92885,617,58543
92886,617,58543
92887,617,58543
92888,617,58543
92889,617,58543
92890,617,58543
92891,617,58543
92892,617,58543
92893,617,58543
92894,617,58543
92895,617,58543
92896,617,100698
92897,617,100698
92898,617,100698
92899,617,100698
92900,617,100698
92901,617,100698
92902,617,100698
92903,617,100698
92904,617,100698
92905,617,100698
92906,617,100698
92907,617,100698
92908,617,133134
92909,617,133134
92910,617,133134
92911,617,133134
92912,617,133134
92913,617,133134
92914,617,133134
92915,617,133134
92916,617,133134
92917,617,133134
92918,617,133134
92919,617,133134
92920,617,166061
92921,617,166061
92922,617,166061
92923,617,215089
92925,617,252141
92926,617,279248
92927,617,296642
92928,617,352847
92929,617,369946
92930,617,369946
92931,617,369946
92932,617,369946
92933,617,369946
92934,617,369946
92935,617,369946
92936,617,369946
92937,617,369946
92938,617,369946
92939,617,369946
92940,617,369946
92941,617,384875
92942,617,384875
92943,617,384875
92944,617,384875
92945,617,384875
92946,617,384875
92947,617,384875
92948,617,384875
92949,617,384875
92950,617,384875
92951,617,384875
92952,617,384875
92953,617,456521
92954,617,456521
92956,617,530990
92957,617,539611
92958,617,593102
92959,617,616674
92960,617,616675
92962,434,29557
92963,434,29557
92964,434,29557
92965,434,29557
92966,434,29557
92967,434,29557
92968,434,29557
92969,434,29557
92970,434,29557
92971,434,29557
92972,434,29557
92973,434,55464
92974,434,55464
92975,434,55464
92976,434,55464
92977,434,55464
92978,434,55464
92979,434,55464
92980,434,55464
92981,434,55464
92982,434,55464
92983,434,55464
92984,434,55464
92985,434,85930
92986,434,85930
92987,434,94507
92988,434,108443
92989,434,108443
92990,434,108443
92991,434,108443
92992,434,108443
92993,434,108443
92994,434,108443
92995,434,108443
92996,434,108443
92997,434,108443
92998,434,108443
92999,434,108443
93000,434,121822
93001,434,121822
93002,434,128061
93010,434,252856
93011,434,252856
93012,434,370034
93013,434,370034
93014,434,407007
93015,434,407007
93016,434,434348
93017,434,434348
93018,434,434371
93019,434,434371
93032,536,8910
93033,536,8914
93034,536,12426
93035,536,28774
93036,536,28774
93037,536,30306
93039,536,156598
93040,536,156598
93041,536,156598
93042,536,156598
